episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,nodes_expanded,search_depth
81,RakabGanj,-24584420#9,717907807#3,1,0,37,1312.5800000000004,,0,False,336,37
82,RakabGanj,612734126#1,-1183653757#0,1,0,36,1854.1900000000003,,0,False,463,36
83,RakabGanj,-24584424#3,24584397,1,0,6,309.72,,0,False,39,6
84,RakabGanj,-24584417#1,-24583489#9,1,0,47,1965.9800000000007,,0,False,511,47
85,RakabGanj,758753881#1,24583489#9,1,0,33,1414.4900000000002,,0,False,377,33
86,RakabGanj,1250154743#0,44277694#0,1,0,3,205.64,,0,False,18,3
87,RakabGanj,447141155#1,-24584416#3,1,0,8,360.01,,0,False,52,8
88,RakabGanj,-1271156412#2,1122215537,1,0,49,1918.4100000000003,,0,False,527,49
89,RakabGanj,24584503#0,24584410,1,0,18,847.52,,0,False,120,18
90,RakabGanj,80926781#2,-164786644#1,1,0,30,1555.3200000000002,,0,False,469,30
91,RakabGanj,1072960946#0,-80926782,1,0,36,1548.13,,0,False,224,36
92,RakabGanj,665150699#0,-24584512#2,1,0,16,582.57,,0,False,113,16
93,RakabGanj,-24584392#1,1122270718,1,0,15,1044.78,,0,False,386,15
94,RakabGanj,1073010466,-675478334#5,1,0,27,1486.1599999999999,,0,False,209,27
95,RakabGanj,-24584504#1,749606293,1,0,37,1443.63,,0,False,261,37
96,RakabGanj,24583487#6,-1122039119,1,0,32,953.61,,0,False,162,32
97,RakabGanj,80926774#1,749606302#2,1,0,17,629.01,,0,False,81,17
98,RakabGanj,611866595#1,-24584391#0,1,0,10,607.6600000000001,,0,False,121,10
99,RakabGanj,1271156420#1,-24584424#0,1,0,3,195.22,,0,False,26,3
