episode,map_name,start_edge,goal_edge,success,total_time,route_length,total_distance,final_edge,num_steps,arrival_success,nodes_expanded,search_depth,max_frontier_size,error
79,ChandniChowk,-127661018#0,293420649#1,1,1000.0,32,1822.6799999999996,80940694#9,1000,False,44,20,4,
80,ChandniChowk,-44141299#2,77617205#7,1,94.0,20,1246.43,77617205#6,94,True,20,20,3,
81,ChandniChowk,696306282#0,-1364873685#0,1,82.0,15,653.4600000000002,:560825793_4,82,True,15,15,4,
82,ChandniChowk,-44141435#5,320348726#0,1,1000.0,24,2215.1600000000003,-169826210,1000,False,30,18,5,
83,ChandniChowk,-423608341,-264592548#8,1,110.0,19,936.3500000000001,:12592985121_4,110,True,19,19,3,
84,ChandniChowk,80940694#0,253134120#2,1,766.0,33,2177.2299999999996,-253134120#2,766,True,37,29,4,
85,ChandniChowk,1076266783#0,48533127#0,1,1000.0,47,2245.6600000000003,-253134120#0,1000,False,63,31,4,
86,ChandniChowk,48533153#4,-320348717#10,1,879.0,46,2097.74,44141357#13,879,True,48,44,4,
87,ChandniChowk,-169826205#3,-82946139#1,1,766.0,30,1440.7200000000003,-82946139#2,766,True,32,28,4,
88,ChandniChowk,-82946100#1,1076057774,1,1000.0,33,2190.8200000000006,320348694,1000,False,37,29,4,
89,ChandniChowk,44141517#2,360271994#0,1,448.0,31,1495.3399999999997,264615172#2,448,True,31,31,4,
90,ChandniChowk,82946119#4,-169826220#0,1,404.0,18,1016.1600000000001,-169826220#1,404,True,19,17,4,
91,ChandniChowk,-798855531#2,-693912721#0,1,382.0,14,616.55,-693912722,382,True,15,13,4,
92,ChandniChowk,696306283#1,-44141545#10,1,49.0,10,420.65999999999997,-44141545#11,49,True,10,10,3,
93,ChandniChowk,-320348716#1,1070560845#0,1,1000.0,42,2191.7200000000003,-253134120#0,1000,False,56,28,4,
94,ChandniChowk,-82946096#3,-48532953#1,1,455.0,39,1558.9800000000005,-48532953#2,455,True,39,39,4,
95,ChandniChowk,-44141529#1,798855524#2,1,133.0,19,1177.76,-798855524#2,133,True,19,19,4,
96,ChandniChowk,1041351325,720102664#1,1,128.0,22,1465.7099999999998,-720102663#0,128,True,22,22,4,
97,ChandniChowk,169826205#4,-1080170955,1,60.0,7,679.5800000000002,44141529#0,60,True,7,7,4,
98,ChandniChowk,991702391#6,693912717#0,1,66.0,10,786.8,1184991595#1,66,True,10,10,4,
